"","ASV","TR2-64-1","WC-10-1","TR1-62-2","TR2-44-2","WC-30-2","TR1-52-2","TR1-42-2","TR2-24-2","WC-50-2","WC-40-2","WC-35-2","TR1-32-2","Mel1-3","Mel1M-2","Mel2S-3","Mel3S-1","Ritt1-3","Ritt3-3","Ritt3M-3","WC-20-2","TR2-34-2","count","reads","median","dev"
"338","ASV_353",0,0,0.0037099918,0.0004494786,0,0,0.0024639117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003268134,"4",0.00033096169047619,0,0.000944549881687612
"339","ASV_354",0,0,0,0,0.0031332454,0,0,0,0,0,0.001489286,0,0,0,0,0,0,0.0005172361,0,0.0020232255,0,"4",0.000341094904761905,0,0.000835251869745451
"340","ASV_355",0.009132571,0.001366723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0.000499966380952381,0,0.00200028111530648
"341","ASV_356",0,0,0,0,0,0,0,0,0.0013939061,0.0014310246,0.0003334222,0,0.0004566874,0.0012563086,0.0013354701,0.0002026856,0,0,0.0003062571,0,0,"8",0.000319798176190476,0,0.000531954771243752
"342","ASV_357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114122,0.00435774,0,0,0,0,0,"2",0.000261855238095238,0,0.000970884893175391
"343","ASV_358",0.00995681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.00047413380952381,0,0.00217275407168063
"344","ASV_359",0,0.01318226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000627726666666667,0,0.00287660496574231
"345","ASV_360",0,0,0,0,0.005091524,0,0,0,0,0,0.001155864,0,0,0,0,0,0,0,0,0,0,"2",0.000297494666666667,0,0.00112696658376535
"346","ASV_361",0,0,0,0,0,0,0,0,0.001020889,0.0002862049,0,0,0.000643514,0.0010613642,0.0014083139,0.0013005658,0,0,0.0004476065,0,0,"7",0.00029373610952381,0,0.00048621003205641
"347","ASV_362",0.009791962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000466283904761905,0,0.00213678128891101
"348","ASV_363",0,0,0,0,0.0002679749,0,0,0,0.000942359,0,0.0009558104,0,0.0009341332,0.0008664197,0.000534188,0.0009965375,0,0.0001825539,0.0004711647,0,0,"9",0.000292911490476191,0,0.000401792137019778
"349","ASV_364",0,0,0,0.002651924,0,0,0,0.001442886,0,0,0,0,0,0,0,0,0,0,0,0,0.001993562,"3",0.000289922476190476,0,0.000752454466144206
"350","ASV_365",0,0,0,0.0005169004,0.0002679749,0,0.0005088513,5.344021e-05,0.0005693419,0.0008586148,0.000444563,5.865017e-05,0.0002075852,0.001018043,0.001044095,0.0002871379,0,0,0,0,0.0004902201,"13",0.000301210375238095,0.0002075852,0.000350024835576869
"351","ASV_366",0,0,0,0,0.0027209763,0,0,0,0,0,0.0002445096,0,0,0,0,0,0,0,0.0001177912,0.0039910202,0,"4",0.0003368713,0,0.00102524353802455
"352","ASV_367",0,0,0,0,0.0009069921,0,0,0,0.0005104445,0,0.0004001067,0,0,0.0006281543,0.0021853147,0.0012667849,0,0,0,0.0002771542,0,"7",0.000294045304761905,0,0.000560325564213111
"353","ASV_368",0,0,0,0,0,0,0,0,0,0,0,0.004281462,0,0,0,0,0,0,0,0,0,"1",0.000203879142857143,0,0.000934291604765572
"354","ASV_369",0,0,0.0002724853,0.0012585401,0,0,0,0.0001068804,0,0,0,0.0005718391,0,0,0,0,0,0,0,0,0.0029086393,"5",0.000243732580952381,0,0.000678574254755869
"355","ASV_370",0,0,0,0,0.003792876,0,0,0,0,0,0,0,0,0,0.0002913753,0.0013005658,0,0,0,0.0004157313,0,"4",0.00027621659047619,0,0.000858280377522849
"356","ASV_371",0,0,0,0,0,0,0,0,0.0028074446,0.0011448197,0,0,0.0017437154,0,0,0,0,0.0002738309,0,0,0,"4",0.000284276695238095,0,0.00072838197592348
"357","ASV_372",0,0,0,0,0.0037104222,0,0,0,0,0.0004293074,0.0006668445,0,0,0,0,0.0003546998,0,0,0,0.0009423242,0,"5",0.000290647528571429,0,0.000825712131314396
"358","ASV_373",0,0,0,0,0.0005359499,0,0,0,0.0003926496,0.0033390574,0.0012225482,0,0,0,0,0.0007093995,0,0,0,0,0,"5",0.000295219266666667,0,0.000766757763327934
"359","ASV_374",0,0,0,0,0.0006802441,0,0,0,0,0,0,0,0,0.0003465679,0,0,0,0,0,0.0064854078,0,"3",0.000357724752380952,0,0.00141343639243883
"360","ASV_375",0,0,0,0,0.0007420844,0,0,0,0.0023362651,0.0013833238,0.0012225482,0,0,0.0003249074,0,0,0,0,0,0,0,"5",0.000286148995238095,0,0.000624623539932438
"361","ASV_376",0,0,0,0,0.0006390172,0,0,0,0.001236846,0.0007632131,0.0003556504,0,0.0004566874,0.0008880802,0.00133547,0.0002871379,0,9.127696e-05,0,5.543084e-05,0,"10",0.000290895714285714,0,0.000432704748250759
"362","ASV_377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003346822,0.0063842819,0,0,"2",0.000319950671428571,0,0.00139142607562466
"363","ASV_378",0,0.01234459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000587837619047619,0,0.00269381038562833
"364","ASV_379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001993075,0,0,0,0.004462182,0,"2",0.00030739319047619,0,0.00104640131192997
"365","ASV_380",0,0,0,0,0.0023087071,0,0,0,0,0,0.0009335823,0,0,0,0,0.001233004,0,0.0004868105,0,0.0009423242,0,"5",0.000281163242857143,0,0.000599452018825642
"366","ASV_381",0,0,0,0,0.0017933707,0,0,0,0,0.0005008586,0.0016671112,0,0,0.0001732839,0.0013354701,0.0004898235,0,0,0,0,0,"6",0.000283805619047619,0,0.000574816235838042
"367","ASV_382",0,0,0,0,0.003483674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002882403,0,"2",0.000303146523809524,0,0.000962142855293101
"368","ASV_383",0,0,0,0,0.0005153364,0,0,0,0,0.0007155123,0.0003778785,0,0,0,0.0020153458,0.001705937,0,0,0,0.0004711621,0,"6",0.00027624629047619,0,0.000570596302580142
"369","ASV_384",0,0,0,0,0,0,0,0,0,0,0,0,0.0026363316,0.0003898889,0,0,0,0.0010648979,0.0007067471,0.0017460713,0,"5",0.000311616038095238,0,0.000698044625572271
"370","ASV_385",0,0,0,0,0,0,0,0,0,0,0,0,0.0010794428,0.0006714753,0,0,0,0,0.0044760648,0,0,"3",0.000296522995238095,0,0.000995107740648634
"371","ASV_386",0,0,0,0,0,0,0,0,0.0001766923,0,0,0,0.0030722604,0.0008230988,0,0,0,0.000791067,0.00120147,0,0,"5",0.000288789928571429,0,0.000723374759322849
"372","ASV_387",0,0,0.0001886437,0.0018428623,0,0,0.003508396,0,0,0,0,0.0003958886,0,0,0,0,0,0,0,0,0.0003594947,"5",0.00029977549047619,0,0.000840813962169099
"373","ASV_388",0,0,0,0,0.003710422,0,0,0,0,0,0.001978305,0,0,0,0,0,0,0,0,0,0,"2",0.000270891761904762,0,0.000898328804254985
"374","ASV_389",0,0,0,0,0,0,0,0,0.0001570598,0,0.0001333689,0,0,0.0013862716,0.0041520979,0.0003378093,0,0,0,0,0,"5",0.000293647976190476,0,0.000935612747755307
"375","ASV_390",0,0,0,0,0,0,0,0,0,0,0,0,0,0.001841142,0.001165501,0.002297103,0,0,0,0,0,"3",0.000252559333333333,0,0.000658990443172155
"376","ASV_391",0,0,0,0,0.0009276055,0,0,0,0.0002552222,0.0016695287,0.0030897128,0,0,0,0,0,0,0,0,0,0,"4",0.000282955676190476,0,0.000760851476740172
"377","ASV_392",0,0,0,0,0.0051533641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004434467,0,"2",0.0002665148,0,0.00112388107938318
"378","ASV_393",0,0,0,0,0.0021850264,0,0,0,0,0.0004770082,0.002822975,0,0,0,0,0,0,0,0,0.0003048696,0,"4",0.000275708533333333,0,0.000757221612633454
"379","ASV_394",0,0,0,0,0,0,0,0,0,0.0005724098,0,0,0,0,0,0,0,0,0,0.0066517003,0,"2",0.000344005242857143,0,0.0014506487877977
"380","ASV_395",0,0,0,0,0.0032363127,0,0,0,0,0,0.0004001067,0,0,0,0,0.0004898235,0,0,0,0.0016352097,0,"4",0.000274354885714286,0,0.000773529586314294
"381","ASV_396",0,0,0,0,0.0010306728,0,0,0,0.000451547,0.0009540164,0.0017337957,0,0,0,0,0.0003378093,0,0,0,0.0013580555,0,"6",0.000279328414285714,0,0.000524513783200605
"382","ASV_397",0,0,0,0.0005618483,0,0.0001361153,0.0032941429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016667484,"4",0.000269469280952381,0,0.000788629856165524
"383","ASV_398",0,0,0,0,0.0040814644,0,0,0,0,0,0,0,0.0003528948,0,0,0.0004560426,0,0,0,0.0003603004,0,"4",0.000250033438095238,0,0.000889039551879136
"384","ASV_399",0,0.01119831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000533252857142857,0,0.00244367158240862
"385","ASV_400",0,0,0,0,0.002370547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003797012,0,"2",0.000293693285714286,0,0.000954605220491861
"386","ASV_401",0,0,0,0,0,0,0,0,0,0,0,0,0.0002906192,0,0,0,0,0.0004563848,0.0052534866,0,0,"3",0.000285737647619048,0,0.00114405642327761
"387","ASV_402",0,0,0,0,0.00173153,0,0,0,0.0001177949,0.0003816066,0.001222548,0,8.303406e-05,0.0002382654,0.0007770008,0.000472933,0,0,0,0.0003880159,0,"9",0.000257748983809524,0,0.000463616810382323
"388","ASV_403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045273289,0.002647032,0.0002826988,0,0,"3",0.000355098080952381,0,0.0011165889216785
"389","ASV_404",0,0.01071334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000510159047619048,0,0.00233784245218087
"390","ASV_405",0,0,0.0009012974,0.0002472132,0,0.0019056138,0.0001606899,0,0.0002159573,0,0,0.0002785883,0,0,0,0,0.0004197523,0,0,0,0.0006209455,"8",0.000226193223809524,0,0.000455094496089269
"391","ASV_406",0,0,0,0,0,0,0,0.006412826,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000305372666666667,0,0.00139939336017052
"392","ASV_407",0,0.01053699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000501761428571429,0,0.00229935972723775
"393","ASV_408",0,0,0,0,0.0010718997,0,0,0,0,0.0008586148,0,0,0,0.0001516235,0.0008012821,0.0016552656,0,0,0,0.0003603004,0,"6",0.000233285052380952,0,0.000462498183077688
"394","ASV_409",0,0,0,0,0,0,0,0,0.0012957437,0.0004531578,0,0,0.0014530961,0,0.0016511267,0.0002702474,0,0,0,0,0,"5",0.000243970080952381,0,0.000526549885190722
"395","ASV_410",0,0,0,0,8.245383e-05,0,0,0,0.001119051,0,0.0005779319,0,0.001328545,0.001277969,0.0003642191,0.000219576,0,0,0,0,0,"7",0.000236654563333333,0,0.000446993947442848
"396","ASV_411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006540839,0,"1",0.000311468523809524,0,0.0014273280869533
"397","ASV_412",0.002373809,0.007186315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0.000455244,0,0.00162674373146864
"398","ASV_413",0,0,0.004925695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000234556904761905,0,0.00107487477084598
"399","ASV_415",0,0,0,0,0,0,0,0.006279225,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000299010714285714,0,0.0013702392318171
"400","ASV_416",0,0,0,0,0,0,0,0,0,0.0002146537,0,0,0,0,0,0,0,0,0,0.0062636845,0,"2",0.000308492295238095,0,0.00136530769985775
"401","ASV_417",0,0.01027246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000489164761904762,0,0.00224163454873362
"402","ASV_418",0,0,0,0.0007191658,0,0,0,0.0030460922,0,0,0,0,0,0,0,0,0,0,0,0,0.0013726163,"3",0.000244660680952381,0,0.000721904315714016
"403","ASV_419",0,0,0,0,0.0003916557,0,0,0,0,0,0.0002222815,0,0.0001037926,0.0003249074,0.0011897824,0.0019424035,0,0,0.0003769318,0,0,"7",0.000216750233333333,0,0.000482863238212248
"404","ASV_421",0,0,0,0,0.0012986478,0,0,0,0,0.0009778668,0.0004667911,0,0,0.0006498148,0,0.000506714,0,0,0.0009658877,0,0,"6",0.000231701057142857,0,0.000408972367136776
"405","ASV_422",0,0,0.0002305645,0,0,0.0037140024,0.0006159779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",0.0002171688,0,0.000813510742018573
"406","ASV_423",0,0,0,0.0007191658,0,0,0.0051420766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0.000279106780952381,0,0.00112521639495502
"407","ASV_424",0,0,0,0,0,0,0,0,0,0,0.000444563,0,0,0.000129963,0.000534188,0.002972722,0,0,0,0,0,"4",0.000194354095238095,0,0.000653594513055067
"408","ASV_425",0,0.009831585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000468170714285714,0,0.00214542773637583
"409","ASV_426",0,0.009743409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000463971857142857,0,0.00212618615568638
"410","ASV_427",0,0,0.0002096041,0,0,7.778015e-05,0.003883339,0,0,0,0,0.0004398762,0,0,0,0,0,0,0,0,0.0005065608,"5",0.000243674297619048,0,0.000846566001711977
"411","ASV_428",0,0,0,0,0.0038134894,0,0,0,0.0002552222,0,0.0001778252,0,0,0,0,0,0,0,0,0.0003880159,0,"4",0.000220692985714286,0,0.000829674774923278
"412","ASV_429",0,0,0,0.0016630708,0,0,0.0002410348,0.0009352037,0,0,0,0,0,0,0,0,0,0,0,0,0.0016504077,"4",0.000213796047619048,0,0.000522612191199584
"413","ASV_430",0,0,0,0.0008540093,0,0.0012444825,0.001981842,0,0,0,0,0.0006011642,0,0,0,0,0,0,0,0,0,"4",0.000222928476190476,0,0.000525524760129797
"414","ASV_431",0,0.00952297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000453474761904762,0,0.00207808242218065
"415","ASV_432",0,0,0,0,0.0038341029,0,0,0,0,0.0002385041,8.89126e-05,0,0,0,0,0,0,0,0,0.0004157313,0,"4",0.000217964328571429,0,0.000834873936550369
"416","ASV_433",0.007022518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000334405619047619,0,0.00153243906210428
"417","ASV_434",0,0,0.0001676832,0.0011236965,0,0,0.0003213798,0.0002939212,0,0,0,0.0004252137,0,0,0,0,0,0,0,0,0.001683089,"6",0.000191189685714286,0,0.000431651363111863
"418","ASV_435",0,0,0,0.00200018,0,0,0,0.002137609,0,0,0,0,0,0,0,0,0.0003597877,0,4.711647e-05,0,0.0004902201,"4",0.000239757774761905,0,0.000621888879334853
"419","ASV_436",0,0.009346618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000445077047619048,0,0.00203959926080175
"420","ASV_437",0,0.009346618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000445077047619048,0,0.00203959926080175
"421","ASV_438",0,0,0,0,0,0,0,0,0.0002944872,0.0024327418,0.0020894461,0,0,0,0,0,0,0,0,0,0,"3",0.000229365480952381,0,0.000680660024547256
"422","ASV_439",0,0,0,0,0,0,0,0.00237809,0,0,0,0,0,0,0,0,0,0,0,0,0.001977221,"2",0.000207395761904762,0,0.000658082133466781
"423","ASV_440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003108003,0.001385018,0,0,0,0,0,"2",0.000213953380952381,0,0.000728582887346833
"424","ASV_441",0,0,0,0,0,0,8.034495e-05,0,0.0001177949,0.002074986,0.001311461,0,0,0,0,0,0,0,0,0.001496633,0,"5",0.00024196285,0,0.000593981132043769
"425","ASV_442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005764807,0,"1",0.000274514619047619,0,0.00125798402115768
"426","ASV_443",0,0,0.0019702781,0,0,0.0004277908,0,0,0,0,0,0,0,0,0,0,0.0026984079,0,0,0,0,"3",0.000242689371428571,0,0.000710969239967327
"427","ASV_444",0,0,0,0.0008315354,0,0,0,0.001897128,0,0,0,2.932508e-05,0,0,0,0,0,0,0,0,0.001552364,"3",0.00020525488,0,0.000539282803249374
"428","ASV_445",0.006725792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.00032027580952381,0,0.00146768814040612
"429","ASV_446",0,0,0,0,0.0025766821,0,0,0,0,0,0.0002445096,0,0,0,0,0.000472933,0,0,0,0.0011086167,0,"4",0.000209654352380952,0,0.000601195405090668
"430","ASV_447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003059441,0.001317456,0,0,0,0,0,"2",0.000208423666666667,0,0.000713569219594521
"431","ASV_448",0,0,0,0,0.0005153364,0,0,0,7.852992e-05,0.002766648,0.001222548,0,0,0,0,0,0,0,0,8.314625e-05,0,"5",0.000222200408095238,0,0.000647718425401259
"432","ASV_449",0,0,0,0,0.0004122691,0,0,0,0.002159573,0,0.0005112474,0,0.0003113777,0,0,8.445233e-05,0,0.0004259592,0.0002355824,0.0001385771,0,"8",0.000203763725238095,0,0.000478717801787654
"433","ASV_451",0,0,0,0,8.245383e-05,0.0003305657,0.0001339082,0,0.0002944872,0.001478725,0.0002000533,0,0.0002491022,0.0004981913,0,0,0.0002098762,0.0001521283,0.0008480965,0.0001662925,0,"12",0.000221137153809524,0.0001339082,0.000356707114462059
"434","ASV_452",0,0,0.0033117441,0,0,0.0008166916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0.000196592176190476,0,0.000735629526149879
"435","ASV_453",0,0,0,0,0,0,0,0.001977288,0,0,0,0,0,0,0,0,0,0,0,0,0.001993562,"2",0.000189088095238095,0,0.000597206698715437
"436","ASV_454",0,0,0,0.0004944265,0,0,0.0045260987,0.0001068804,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",0.000244162171428571,0,0.00098715581193794
"437","ASV_455",0,0,0,0,0,0,0,0,0,0,0,0,0.0004566874,0,0,0,0.0040176296,0.0011561749,0,0,0,"3",0.000268118661904762,0,0.000899361201893081
"438","ASV_456",0,0,0.0007336142,0.001303488,0,5.833512e-05,0.001687244,0.000507682,0,0,0,0,0,0,0,0,0,0,0,0,0.0002451101,"6",0.000215974924761905,0,0.00047041138942148
"439","ASV_457",0,0,0,0,0.0010718997,0,0,0,0.0006871368,0,0,0,0,0,0.0010926573,0.0010303184,0,0,0,0,0,"4",0.000184857723809524,0,0.000397426848004974
"440","ASV_458",0,0,0,0,0,0,0,0,0.0010994189,0.0002146537,0.0002222815,0,0.0003113777,0.0007797778,0.0004613442,0.0002871379,0,0,0.0007067471,0,0,"8",0.000194416133333333,0,0.000317036630392749
"441","ASV_459",0,0,0,0,0,0,0,0,0,0,0,0,0,0.001083025,0.001311189,0.001486361,0,0,0,0,0,"3",0.000184789285714286,0,0.00046820615567591
"442","ASV_460",0,0,0,0,0.002288094,0,0,0,0.000451547,0,0.001267005,0,0,0,0,0,0,0,0,0,0,"3",0.000190792666666667,0,0.000560362911038046
"443","ASV_461",0,0,0,4.494786e-05,0,0.000505571,0.0002945981,0,0,0.001359473,0.0002445096,0.0001319629,0,0.0001083025,0,0,0,0.0006693644,0.0002826988,0.0008314625,8.170335e-05,"10",0.000216885429047619,4.494786e-05,0.000354940373105591
"444","ASV_462",0,0,0,0,0.0029064974,0,0,0,0,0,8.89126e-05,0,0,0,0,0,0,0,0,0.0012471938,0,"3",0.000202028752380952,0,0.000676535180491128
"445","ASV_463",0,0,0,0,0.0015253958,0,0,0,0,0.0006201107,0.0011558638,0,0,0,0,0,0,0,0,0.0010254705,0,"4",0.000206040038095238,0,0.000458665349365351
"446","ASV_464",0,0,0,0,0.0001030673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042640407,0,0,"2",0.000207957523809524,0,0.000929636837525736
"447","ASV_465",0,0,0,0,0,0,0,0,0.0011583163,0.0002146537,0.0003556504,0,0.0002283437,0.0010180432,0.0004856255,0.0003884807,0,0,0,0,0,"7",0.000183291119047619,0,0.000337938894694878
"448","ASV_466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032051282,0.0008614137,0,0,0,0,0,"2",0.000193644852380952,0,0.000715101931023
"449","ASV_467",0,0.007935808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000377895619047619,0,0.00173173527907791
"450","ASV_468",0,0,0,0,0.001917051,0,0,0,0.000490812,0,0,0,0,0,0,0.001047209,0,0,0,0,0,"3",0.000164527238095238,0,0.000471390188275372
"451","ASV_469",0,0,0,0,0.000721471,0,0,0,0,0,0.0002889659,0,0,0,0,0.0015201419,0,0,0.0004240482,0.00066517,0,"5",0.000172371285714286,0,0.000381652461884366
"452","ASV_470",0,0,0,0,0,0,0,0.002324649,0,0,0,0,0,0,0,0,0,0,0,0,0.001519682,"2",0.000183063380952381,0,0.000592016474600367
"453","ASV_471",0,0.007847632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000373696761904762,0,0.00171249369838846
"454","ASV_472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.423294e-05,0.004822483,0,"2",0.00023412933047619,0,0.00105152448190939
"455","ASV_473",0,0,0,0,0,0.003441772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000163893904761905,0,0.000751056224513312
"456","ASV_474",0,0.007715369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000367398523809524,0,0.00168363154557218
"457","ASV_475",0,0,0.0001467228,0.0002247393,0,0.0006222412,0.0027049466,0,0,0,0,0.000190613,0,0,0,0,0,0,0,0,0.0001797474,"6",0.000193762395238095,0,0.000593977138214621
"458","ASV_476",0,0,0,0.0001573175,0,0,0,0.0003206413,0,0,0,0.000190613,0,0,0,0,0,0,0,0,0.0023203752,"4",0.00014233080952381,0,0.000506093606829913
"459","ASV_477",0,0,0.0006916934,0.0004045307,0,0,0.001526554,0,0,0,0,0.0006598144,0,0,0,0,0,0,0,0,0.0003104727,"5",0.000171098342857143,0,0.000380094251479619
"460","ASV_478",0,0,0,0,0.0012574208,0,0,0,0,0.0005724098,0.0003556504,0,0,0,0.0002428127,0.0008107423,0,0,0,0.0003603004,0,"6",0.000171396971428571,0,0.00033648249277243
"461","ASV_479",0,0,0,0,0,0,0.000990921,0,0.0011779488,0.0002862049,0,0,0,0.0007147963,0.0007284382,0,0,0,0,0,0,"5",0.000185633771428571,0,0.000372108799356363
"462","ASV_480",0.005604827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000266896523809524,0,0.00122307352307773
"463","ASV_481",0,0,6.288122e-05,0,0,0.0001555603,0,0,0,0,0,0,0,0,0,0,0,0.0005172361,0.00334527,0,0,"4",0.000194330839047619,0,0.000731213499454981
"464","ASV_482",0,0.007450842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000354802,0,0.00162590702172172
"465","ASV_483",0,0,0,0.0004719525,0,0.001516713,0.0009105761,0,0,0,0,0.0001026378,0,0,0,0,0,0,0,0,0.0004738794,"5",0.000165512323809524,0,0.000388079992286401
"466","ASV_484",0,0,0,0,0.0012986478,0,0,0,0.0001766923,0.0006201107,0.0009780386,0,0,0.0003032469,0,0.000219576,0,0,0,0,0,"6",0.000171252966666667,0,0.000359381149503516
"467","ASV_485",0,0,0,0,0.0004122691,0,0,0,0,0,0,0,0,0,0.001699689,0.001283675,0,0,0,8.314625e-05,0,"4",0.00016565615952381,0,0.000454827554414755
"468","ASV_486",0,0,0,0.0016855448,0,0,0.0019282787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003431541,"3",0.000188427504761905,0,0.00054458568372942
"469","ASV_487",0,0,0,0,0,0,0,0,0,0,0.000444563,0,0,0,0,0,0,0,0,0.004101882,0,"2",0.000216497380952381,0,0.000895510434549731
"470","ASV_488",0,0,0,0,0,0,0,0.0036873747,0,0,0,0,0,0,0,0,0,0,0,0,0.0004575388,"2",0.000197376833333333,0,0.000805852468837657
"471","ASV_489",0,0,0,0,0,0,0,0.002672011,0,0,0,0,0,0,0,0,0,0,0,0,0.001062144,"2",0.000177816904761905,0,0.000616595360704888
"472","ASV_490",0.002241931,0.004188343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0.000306203523809524,0,0.00101487681854867
"473","ASV_491",0,0,0,0.0005618483,0,0,0,0.0020574482,0,0,0,0,0,0,0,0,0,0,0,0,0.0009967809,"3",0.000172194161904762,0,0.000495967305032559
"474","ASV_492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003839992,0,0,"1",0.000182856761904762,0,0.000837954952763089
"475","ASV_493",0,0,0,0.0026294498,0,0,0,0.0008283233,0,0,0,0,0,0,0,0,0,0,0,0,0.0002287694,"3",0.000175549642857143,0,0.000591831477667698
"476","ASV_494",0,0,0,0,0,0,0,0,0,0.0002862049,0,0,0,0,0,0,0,0,0,0.0041573127,0,"2",0.000211596076190476,0,0.000906226551192415
"477","ASV_495",0.000230787,0.006789525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0.000334300571428571,0,0.00147993273583273
"478","ASV_496",0,0,0,0,0,0,0.0004017247,0.0026452906,0,0,0,0,0,0,0,0,0,0,0,0,0.0007680115,"3",0.000181667942857143,0,0.000593957855679586
"479","ASV_497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002428567,0.002434052,0,0,0,"2",0.000231553285714286,0,0.000731320429277286
"480","ASV_498",0.005275131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000251196714285714,0,0.00115112795753848
"481","ASV_499",0,0.007054052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000335907238095238,0,0.00153932034505498
"482","ASV_500",0,0,0,0,0,0,0,0,0,0,0,0,0.0001660681,0.0004332099,0.0014083139,0,0,0,0,0.0020509409,0,"4",0.000193263466666667,0,0.000530122152386281
"483","ASV_501",0.005209192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000248056761904762,0,0.00113673888807421
"484","ASV_502",0,0,0,0,0.0001236807,0,0,0,0,0,0,0,0.0005604799,0.0003898889,0,0,0,0.0007606414,0.0019317753,0,0,"5",0.000179355533333333,0,0.000453665217048915
"485","ASV_503",0,0,0,0,0,0,0,0,0.0008638291,0.0003339057,0,0,0,0,0,0,0,0,0.0022851489,0,0,"3",0.000165851604761905,0,0.000524497729967749
"486","ASV_504",0,0,0,0,0,0,0,0,0,0.002575844,0.0009780386,0,0,0,0,0,0,0,0,8.314625e-05,0,"3",0.00017319185,0,0.000590277111163907
"487","ASV_505",0,0,0,0,0,0,0.0012855192,0.0009084836,0,0,0,0,0,0,0,0,0,0,0,0,0.0011765283,"3",0.000160501480952381,0,0.000407501268255231
"488","ASV_506",0,0.006745437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0.000321211285714286,0,0.0014719750308598
